240 57.8479 -113.2525 2020 8 1 25.6 35.0 15.0 0.0 90.5 21.2 93.0 9.8 27.0 16.1
240 51.5742 -114.8553 2020 8 1 23.8 68.0 12.0 0.0 68.3 12.8 122.8 1.1 20.4 1.0
240 49.6086 -114.4514 2020 8 1 28.1 47.0 15.0 0.0 90.9 122.4 496.4 10.4 151.4 37.8
240 59.4311 -114.9027 2020 8 1 24.6 40.0 19.0 0.0 90.1 20.1 66.5 11.4 22.9 16.6
240 50.5652 -114.649 2020 8 1 22.5 62.5 13.0 1.4 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
240 52.6435 -116.6858 2020 8 1 25.1 32.0 3.0 0.0 91.3 42.8 195.9 6.0 55.3 16.1
240 53.0311 -116.662 2020 8 1 24.0 54.3 8.0 0.0 84.4 11.7 114.4 2.9 18.6 4.5
240 56.0815 -114.6548 2020 8 1 25.9 48.0 12.0 0.0 88.6 20.7 166.4 6.5 31.6 12.6
240 54.329 -113.9345 2020 8 1 25.4 55.0 24.0 0.0 87.3 28.2 183.7 9.8 40.7 19.8
240 55.4709 -114.787 2020 8 1 22.0 58.9 35.0 0.0 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
240 59.2576 -110.8046 2020 8 1 26.4 37.0 11.0 0.0 90.0 19.5 289.7 7.5 33.3 14.6
240 56.5094 -118.8444 2020 8 1 27.0 59.0 11.0 0.0 88.8 36.3 523.4 6.3 61.8 17.7
240   2020 8 1 20.8 83.0 4.0 0.0 77.6 17.5 170.7 1.1 27.8 1.8
240 49.6356 -110.3296 2020 8 1 23.4 50.0 26.0 0.0 86.3 38.9 180.7 9.4 50.6 21.4
240 55.9129 -117.1198 2020 8 1 25.8 56.0 14.0 0.0 87.6 17.8 233.8 6.2 30.0 11.9
240 55.7147 -116.8906 2020 8 1 26.0 65.0 17.0 0.0 87.6 25.1 159.3 7.2 36.0 14.6
240 57.4504 -112.8793 2020 8 1 23.2 46.0 16.0 0.0 86.7 11.4 63.3 6.0 15.7 8.2
240 56.9644 -119.5264 2020 8 1 27.6 60.0 6.0 0.0 88.9 22.7 123.8 5.0 31.1 10.1
240 56.994 -113.424 2020 8 1 25.8 46.0 12.0 0.0 88.2 15.9 205.4 6.1 26.6 10.9
240 57.6946 -111.8261 2020 8 1 22.9 44.0 11.0 0.0 87.6 14.9 60.9 5.3 18.5 8.0
240 56.5959 -119.406 2020 8 1 21.0 64.7 14.0 0.0 87.0 22.2 174.4 5.6 33.7 11.7
240 57.9543 -116.2046 2020 8 1 25.0 58.1 21.0 0.0 86.1 9.7 45.8 7.1 12.6 8.5
240 53.3799 -117.7012 2020 8 1 26.9 37.0 6.0 0.0 90.3 37.2 226.3 6.1 52.8 15.9
240 50.905 -114.6911 2020 8 1 25.4 53.0 8.0 0.0 84.1 48.3 182.5 2.8 58.1 9.0
